"frame_id","page","frame_name","route","purpose","viewport","persona","state","source_requirements","interaction_notes","accessibility_notes","responsive_notes","backend_dependencies"
"QF-0320","24 — States and edge cases","Asset Rankings · no-results","#/asset-rankings","Asset Rankings no-results treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","no-results","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0321","24 — States and edge cases","Asset Rankings · partial-provider-failure","#/asset-rankings","Asset Rankings partial-provider-failure treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","partial-provider-failure","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0322","24 — States and edge cases","Asset Rankings · stale","#/asset-rankings","Asset Rankings stale treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","stale","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0323","24 — States and edge cases","Asset Rankings · fallback-demo","#/asset-rankings","Asset Rankings fallback-demo treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","fallback-demo","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0324","24 — States and edge cases","Asset Rankings · permission-denied","#/asset-rankings","Asset Rankings permission-denied treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","permission-denied","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0325","24 — States and edge cases","Asset Rankings · offline","#/asset-rankings","Asset Rankings offline treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","offline","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0326","24 — States and edge cases","Asset Dossier · loading","#/asset","Asset Dossier loading treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","loading","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0327","24 — States and edge cases","Asset Dossier · empty","#/asset","Asset Dossier empty treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","empty","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0328","24 — States and edge cases","Asset Dossier · no-results","#/asset","Asset Dossier no-results treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","no-results","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0329","24 — States and edge cases","Asset Dossier · partial-provider-failure","#/asset","Asset Dossier partial-provider-failure treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","partial-provider-failure","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0330","24 — States and edge cases","Asset Dossier · stale","#/asset","Asset Dossier stale treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","stale","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0331","24 — States and edge cases","Asset Dossier · fallback-demo","#/asset","Asset Dossier fallback-demo treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","fallback-demo","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0332","24 — States and edge cases","Asset Dossier · permission-denied","#/asset","Asset Dossier permission-denied treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","permission-denied","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0333","24 — States and edge cases","Asset Dossier · offline","#/asset","Asset Dossier offline treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","offline","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0334","24 — States and edge cases","Advanced Chart Studio · loading","#/advanced-chart","Advanced Chart Studio loading treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","loading","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0335","24 — States and edge cases","Advanced Chart Studio · empty","#/advanced-chart","Advanced Chart Studio empty treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","empty","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0336","24 — States and edge cases","Advanced Chart Studio · no-results","#/advanced-chart","Advanced Chart Studio no-results treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","no-results","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0337","24 — States and edge cases","Advanced Chart Studio · partial-provider-failure","#/advanced-chart","Advanced Chart Studio partial-provider-failure treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","partial-provider-failure","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0338","24 — States and edge cases","Advanced Chart Studio · stale","#/advanced-chart","Advanced Chart Studio stale treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","stale","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0339","24 — States and edge cases","Advanced Chart Studio · fallback-demo","#/advanced-chart","Advanced Chart Studio fallback-demo treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","fallback-demo","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0340","24 — States and edge cases","Advanced Chart Studio · permission-denied","#/advanced-chart","Advanced Chart Studio permission-denied treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","permission-denied","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0341","24 — States and edge cases","Advanced Chart Studio · offline","#/advanced-chart","Advanced Chart Studio offline treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","offline","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0342","24 — States and edge cases","Decision Provenance · loading","#/decision-provenance","Decision Provenance loading treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","loading","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Evidence, audit, methodology, and provider-status services."
"QF-0343","24 — States and edge cases","Decision Provenance · empty","#/decision-provenance","Decision Provenance empty treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","empty","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Evidence, audit, methodology, and provider-status services."
"QF-0344","24 — States and edge cases","Decision Provenance · no-results","#/decision-provenance","Decision Provenance no-results treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","no-results","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Evidence, audit, methodology, and provider-status services."
"QF-0345","24 — States and edge cases","Decision Provenance · partial-provider-failure","#/decision-provenance","Decision Provenance partial-provider-failure treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","partial-provider-failure","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Evidence, audit, methodology, and provider-status services."
"QF-0346","24 — States and edge cases","Decision Provenance · stale","#/decision-provenance","Decision Provenance stale treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","stale","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Evidence, audit, methodology, and provider-status services."
"QF-0347","24 — States and edge cases","Decision Provenance · fallback-demo","#/decision-provenance","Decision Provenance fallback-demo treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","fallback-demo","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Evidence, audit, methodology, and provider-status services."
"QF-0348","24 — States and edge cases","Decision Provenance · permission-denied","#/decision-provenance","Decision Provenance permission-denied treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","permission-denied","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Evidence, audit, methodology, and provider-status services."
"QF-0349","24 — States and edge cases","Decision Provenance · offline","#/decision-provenance","Decision Provenance offline treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","offline","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Evidence, audit, methodology, and provider-status services."
"QF-0350","24 — States and edge cases","News & Research · loading","#/news-research","News & Research loading treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","loading","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0351","24 — States and edge cases","News & Research · empty","#/news-research","News & Research empty treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","empty","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0352","24 — States and edge cases","News & Research · no-results","#/news-research","News & Research no-results treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","no-results","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0353","24 — States and edge cases","News & Research · partial-provider-failure","#/news-research","News & Research partial-provider-failure treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","partial-provider-failure","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0354","24 — States and edge cases","News & Research · stale","#/news-research","News & Research stale treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","stale","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0355","24 — States and edge cases","News & Research · fallback-demo","#/news-research","News & Research fallback-demo treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","fallback-demo","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0356","24 — States and edge cases","News & Research · permission-denied","#/news-research","News & Research permission-denied treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","permission-denied","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0357","24 — States and edge cases","News & Research · offline","#/news-research","News & Research offline treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","offline","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0358","24 — States and edge cases","Portfolio Analytics · loading","#/portfolio-analytics","Portfolio Analytics loading treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","loading","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0359","24 — States and edge cases","Portfolio Analytics · empty","#/portfolio-analytics","Portfolio Analytics empty treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","empty","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0360","24 — States and edge cases","Portfolio Analytics · no-results","#/portfolio-analytics","Portfolio Analytics no-results treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","no-results","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0361","24 — States and edge cases","Portfolio Analytics · partial-provider-failure","#/portfolio-analytics","Portfolio Analytics partial-provider-failure treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","partial-provider-failure","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0362","24 — States and edge cases","Portfolio Analytics · stale","#/portfolio-analytics","Portfolio Analytics stale treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","stale","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0363","24 — States and edge cases","Portfolio Analytics · fallback-demo","#/portfolio-analytics","Portfolio Analytics fallback-demo treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","fallback-demo","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0364","24 — States and edge cases","Portfolio Analytics · permission-denied","#/portfolio-analytics","Portfolio Analytics permission-denied treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","permission-denied","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0365","24 — States and edge cases","Portfolio Analytics · offline","#/portfolio-analytics","Portfolio Analytics offline treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","offline","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0366","24 — States and edge cases","Watchlists · loading","#/watchlist","Watchlists loading treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","loading","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0367","24 — States and edge cases","Watchlists · empty","#/watchlist","Watchlists empty treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","empty","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0368","24 — States and edge cases","Watchlists · no-results","#/watchlist","Watchlists no-results treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","no-results","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0369","24 — States and edge cases","Watchlists · partial-provider-failure","#/watchlist","Watchlists partial-provider-failure treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","partial-provider-failure","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0370","24 — States and edge cases","Watchlists · stale","#/watchlist","Watchlists stale treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","stale","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0371","24 — States and edge cases","Watchlists · fallback-demo","#/watchlist","Watchlists fallback-demo treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","fallback-demo","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0372","24 — States and edge cases","Watchlists · permission-denied","#/watchlist","Watchlists permission-denied treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","permission-denied","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0373","24 — States and edge cases","Watchlists · offline","#/watchlist","Watchlists offline treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","offline","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0374","24 — States and edge cases","Screener Lab · loading","#/screener-lab","Screener Lab loading treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","loading","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0375","24 — States and edge cases","Screener Lab · empty","#/screener-lab","Screener Lab empty treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","empty","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0376","24 — States and edge cases","Screener Lab · no-results","#/screener-lab","Screener Lab no-results treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","no-results","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0377","24 — States and edge cases","Screener Lab · partial-provider-failure","#/screener-lab","Screener Lab partial-provider-failure treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","partial-provider-failure","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0378","24 — States and edge cases","Screener Lab · stale","#/screener-lab","Screener Lab stale treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","stale","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0379","24 — States and edge cases","Screener Lab · fallback-demo","#/screener-lab","Screener Lab fallback-demo treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","fallback-demo","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0380","24 — States and edge cases","Screener Lab · permission-denied","#/screener-lab","Screener Lab permission-denied treatment preserving geometry, truth labels, and recovery guidance.","desktop-1440","Default / inherited","permission-denied","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Recovery action, source inspector, and route navigation remain operable.","State announced once; focus remains stable; meaning is not color-only.","Preserve source and confidence; prioritise content rather than shrinking desktop.","Workspace, portfolio, screener, alert, notification, import, or research service."
