feature_id,domain,capability,current_status,gap_type,user_value,risk,dependency,effort,release_scope,target_wave,blocker,recommended_action,source_commit,last_verified
F-D11-custodians,CONNECTIONS AND PROVIDERS,custodians,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D11-research-providers,CONNECTIONS AND PROVIDERS,research providers,PROTOTYPE,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,M,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D11-news-providers,CONNECTIONS AND PROVIDERS,news providers,PROTOTYPE,implementation-evidence-gap,MEDIUM,MEDIUM,PROVIDER,M,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D11-market-data-providers,CONNECTIONS AND PROVIDERS,market-data providers,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,PROVIDER,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D11-observability-providers,CONNECTIONS AND PROVIDERS,observability providers.,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-walletconnect-reown,WALLET AND ON-CHAIN,WalletConnect/Reown,PLANNED,implementation-evidence-gap,MEDIUM,HIGH,SECURITY,L,POST_BETA,WAVE_4,implementation and end-to-end evidence,implement in WAVE_4 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-metamask,WALLET AND ON-CHAIN,MetaMask,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-coinbase-wallet,WALLET AND ON-CHAIN,Coinbase Wallet,PLANNED,implementation-evidence-gap,MEDIUM,HIGH,SECURITY,L,POST_BETA,WAVE_4,implementation and end-to-end evidence,implement in WAVE_4 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-rabby,WALLET AND ON-CHAIN,Rabby,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-phantom,WALLET AND ON-CHAIN,Phantom,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-hardware-wallet-interfaces,WALLET AND ON-CHAIN,hardware-wallet interfaces,PLANNED,implementation-evidence-gap,MEDIUM,HIGH,SECURITY,L,POST_BETA,WAVE_4,implementation and end-to-end evidence,implement in WAVE_4 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-wallet-balances,WALLET AND ON-CHAIN,wallet balances,PLANNED,implementation-evidence-gap,MEDIUM,HIGH,SECURITY,L,POST_BETA,WAVE_4,implementation and end-to-end evidence,implement in WAVE_4 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-token-holdings,WALLET AND ON-CHAIN,token holdings,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-nft-holdings-where-relevant,WALLET AND ON-CHAIN,NFT holdings where relevant,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-defi-positions,WALLET AND ON-CHAIN,DeFi positions,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-staking,WALLET AND ON-CHAIN,staking,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-validator-data,WALLET AND ON-CHAIN,validator data,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-wallet-graph,WALLET AND ON-CHAIN,wallet graph,PLANNED,implementation-evidence-gap,MEDIUM,HIGH,SECURITY,L,POST_BETA,WAVE_4,implementation and end-to-end evidence,implement in WAVE_4 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-entity-clustering,WALLET AND ON-CHAIN,entity clustering,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-exchange-flows,WALLET AND ON-CHAIN,exchange flows,PLANNED,implementation-evidence-gap,MEDIUM,HIGH,SECURITY,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-whale-transfers,WALLET AND ON-CHAIN,whale transfers,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,PROGRAM,POST_BETA,WAVE_7,implementation and end-to-end evidence,implement in WAVE_7 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-bridge-flows,WALLET AND ON-CHAIN,bridge flows,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-holder-concentration,WALLET AND ON-CHAIN,holder concentration,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-contract-risk,WALLET AND ON-CHAIN,contract risk,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-protocol-exposure,WALLET AND ON-CHAIN,protocol exposure,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-evidence-paths,WALLET AND ON-CHAIN,evidence paths,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D12-no-seed-phrase-private-key-custody,WALLET AND ON-CHAIN,no seed phrase/private-key custody.,DEFERRED,disabled-high-risk,MEDIUM,PROHIBITED_FOR_BETA,SECURITY,M,DEFERRED,WAVE_2,separate legal/security approval,keep disabled,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-price-alerts,ALERTS AND NOTIFICATIONS,price alerts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-percentage-alerts,ALERTS AND NOTIFICATIONS,percentage alerts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-volume-alerts,ALERTS AND NOTIFICATIONS,volume alerts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-volatility-alerts,ALERTS AND NOTIFICATIONS,volatility alerts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_1,implementation and end-to-end evidence,implement in WAVE_1 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-technical-alerts,ALERTS AND NOTIFICATIONS,technical alerts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-fundamentals-alerts,ALERTS AND NOTIFICATIONS,fundamentals alerts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-news-alerts,ALERTS AND NOTIFICATIONS,news alerts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,PROVIDER,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-event-alerts,ALERTS AND NOTIFICATIONS,event alerts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-filing-alerts,ALERTS AND NOTIFICATIONS,filing alerts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,PROVIDER,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-earnings-alerts,ALERTS AND NOTIFICATIONS,earnings alerts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-portfolio-alerts,ALERTS AND NOTIFICATIONS,portfolio alerts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-risk-alerts,ALERTS AND NOTIFICATIONS,risk alerts,PROTOTYPE,implementation-evidence-gap,HIGH,MEDIUM,DATABASE,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-liquidation-alerts,ALERTS AND NOTIFICATIONS,liquidation alerts,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_3,implementation and end-to-end evidence,implement in WAVE_3 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-whale-alerts,ALERTS AND NOTIFICATIONS,whale alerts,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,PROGRAM,POST_BETA,WAVE_7,implementation and end-to-end evidence,implement in WAVE_7 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-on-chain-alerts,ALERTS AND NOTIFICATIONS,on-chain alerts,PROTOTYPE,implementation-evidence-gap,HIGH,HIGH,SECURITY,PROGRAM,PUBLIC_BETA_MUST,WAVE_7,implementation and end-to-end evidence,implement in WAVE_7 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-paper-trading-alerts,ALERTS AND NOTIFICATIONS,paper-trading alerts,PLANNED,implementation-evidence-gap,MEDIUM,HIGH,SECURITY,L,POST_BETA,WAVE_3,implementation and end-to-end evidence,implement in WAVE_3 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-email,ALERTS AND NOTIFICATIONS,email,PLANNED,implementation-evidence-gap,MEDIUM,HIGH,SECURITY,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-push,ALERTS AND NOTIFICATIONS,push,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-sms-where-approved,ALERTS AND NOTIFICATIONS,SMS where approved,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-webhooks,ALERTS AND NOTIFICATIONS,webhooks,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-digest,ALERTS AND NOTIFICATIONS,digest,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-quiet-hours,ALERTS AND NOTIFICATIONS,quiet hours,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-delivery-history,ALERTS AND NOTIFICATIONS,delivery history,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D13-retry,ALERTS AND NOTIFICATIONS,retry.,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-registration,IDENTITY AND USER,registration,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-login,IDENTITY AND USER,login,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-logout,IDENTITY AND USER,logout,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-verification,IDENTITY AND USER,verification,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-password-reset,IDENTITY AND USER,password reset,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-recovery,IDENTITY AND USER,recovery,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-mfa,IDENTITY AND USER,MFA,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-passkeys,IDENTITY AND USER,passkeys,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-sessions,IDENTITY AND USER,sessions,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-devices,IDENTITY AND USER,devices,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-profile,IDENTITY AND USER,profile,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-preferences,IDENTITY AND USER,preferences,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-timezone,IDENTITY AND USER,timezone,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-language,IDENTITY AND USER,language,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-privacy,IDENTITY AND USER,privacy,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-data-export,IDENTITY AND USER,data export,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-deletion,IDENTITY AND USER,deletion,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-organizations,IDENTITY AND USER,organizations,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-workspaces,IDENTITY AND USER,workspaces,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-invitations,IDENTITY AND USER,invitations,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-roles,IDENTITY AND USER,roles,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D14-permissions,IDENTITY AND USER,permissions.,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D15-teams,ENTERPRISE GOVERNANCE,teams,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D15-rbac,ENTERPRISE GOVERNANCE,RBAC,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D15-abac,ENTERPRISE GOVERNANCE,ABAC,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D15-approvals,ENTERPRISE GOVERNANCE,approvals,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D15-policies,ENTERPRISE GOVERNANCE,policies,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D15-data-rooms,ENTERPRISE GOVERNANCE,data rooms,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D15-access-reviews,ENTERPRISE GOVERNANCE,access reviews,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,PROGRAM,POST_BETA,WAVE_6,implementation and end-to-end evidence,implement in WAVE_6 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D15-audit-exports,ENTERPRISE GOVERNANCE,audit exports,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D15-retention,ENTERPRISE GOVERNANCE,retention,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
